OBJECTID,Subdistric,Diameter,Bursts_Cou,Length_M,Bursts_per,Pressure_A,CNXDensity,Soil_Type,Soil_Code,Soil_RiskN,Era,Era_Code,Era_Risk,Material,Material_1,Mat_Risk,Mat_Code,Rain_YrAvg,DryMthAvg,WetMthAvg,Landuse,Landuse_Co,Landuse_Du,Location,rain_15yravg,rain_30yravg,rcp26_2035,rcp26_2050,rcp45_2035,rcp45_2050,rcp85_2035,rcp85_2050
617,Cliff Plantation,11,0,1154.781,0,12.407,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1367.049823,81.0144389,163.0577399,Rural,R,0,E,122.84863893485364,124.90525554138937,113.8542377801589,141.45020812234762,172.86900819378135,124.81026600025318,167.35570441351996,119.96158449149426
618,Cliff Plantation,12,0,1154.781,0,12.407,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1367.049823,81.0144389,163.0577399,Rural,R,0,E,120.96358235677083,124.6736634572347,114.24968719482422,142.00790659586588,173.4894994099935,125.2692190806071,167.99041875203451,120.40865770975749
619,Cliff Tenantry,4,2,21.623,0.092,18.27,4.878,Kandoid Clay,K,3,1970-1996,B,2,D,D,3,I,1329.33394051,77.1124092,159.8058269,Urban,U,1,E,117.00293986002605,121.40746307373047,110.71542358398437,137.80674743652344,168.25408935546875,121.37006378173828,163.00390625,116.89585876464844
620,Cliff Tenantry,6,2,21.623,0.092,18.27,4.878,Kandoid Clay,K,3,1970-1996,B,2,D,D,3,I,1329.33394051,77.1124092,159.8058269,Urban,U,1,E,117.10201671288448,120.94795673298385,110.435899122706,137.45275888502974,167.82609798023535,121.05992769445264,162.59659571617655,116.60877424516018
621,Clifton Hill,4,3,1942.775,0.002,83.922,0,Kandoid Clay,K,3,1970-1996,B,2,D,D,3,I,1574.68793306,87.8661721,171.0457838,Rural,R,0,W,135.9900807467374,136.5265792499889,98.25282790444113,117.06125363436612,146.77076894586736,106.1547143242576,141.5641751722856,101.38934681632303
622,Clifton Plantation,4,0,695.708,0,179.542,0,Kandoid Clay,K,3,1970-1996,B,2,D,D,3,I,1532.12177531,88.6362812,170.984575,Rural,R,0,E,141.63558197021484,133.72744750976562,102.27280044555664,125.1920280456543,155.67105102539062,111.01019287109375,148.0335693359375,106.02275466918945
623,Clifton Tenantry,2,0,798.569,0,210.862,0,Kandoid Clay,K,3,Unknown,E,5,G,G,2,I,1520.54273769,86.2836764,170.2172721,Rural,R,0,W,125.49577864161077,132.712214056051,99.85333496669553,121.19921644678655,151.4221516735149,108.07523561873526,144.0651207689969,103.23450801057636
624,Clifton Tenantry,5,0,798.569,0,210.862,0,Kandoid Clay,K,3,Unknown,E,5,G,G,2,I,1520.54273769,86.2836764,170.2172721,Rural,R,0,W,127.29913330078125,133.7727305094401,98.9120724995931,118.99485778808594,148.98201497395834,106.93663914998372,142.548464457194,102.13742574055989
625,Clinketts,3,5,251.523,0.02,66.104,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1495.87529839,78.0435889,166.9597744,Urban,U,1,N,149.99309264289008,121.39787896474202,108.24133417341444,133.4149275885688,165.00455390082465,118.77830971611871,158.70072915818957,114.02929719289143
626,Clinketts,4,5,251.523,0.02,66.104,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1495.87529839,78.0435889,166.9597744,Urban,U,1,N,149.85369146437873,121.58021145775204,108.09282484508697,133.21988242013114,164.77510216122582,118.61114901588077,158.47987656366257,113.87033716837566
627,Clinketts,6,5,251.523,0.02,66.104,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1495.87529839,78.0435889,166.9597744,Urban,U,1,N,150.0923147201538,121.39389991760254,108.25159549713135,133.42637181282043,165.0190646648407,118.7898873090744,158.7163209915161,114.04081463813782
628,Club Morgan,3,0,34.912,0,83.079,17.456,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1445.94052327,79.962072,164.8175995,Urban,U,1,W,138.59783935546875,122.3548812866211,80.9008674621582,98.44644927978516,122.36822128295898,87.5340805053711,116.92757797241211,83.7277603149414
629,Club Morgan,4,0,34.912,0,83.079,17.456,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1445.94052327,79.962072,164.8175995,Urban,U,1,W,138.73067893981934,122.86271734237671,81.58399753570556,99.22820711135864,123.27994213104247,88.33075704574586,118.00402956008911,84.50612459182739
630,Club Morgan,8,0,34.912,0,83.079,17.456,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1445.94052327,79.962072,164.8175995,Urban,U,1,W,138.34086445399694,122.49319839477539,81.08693150111607,98.64672906058175,122.59851128714425,87.7524743761335,117.22510692051479,83.94294112069267
631,Cluffs,3,7,1978.773,0.004,38.66,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1353.88113522,68.2562844,155.9436532,Rural,R,0,N,104.95503414378447,115.04788095810834,97.34220953548656,119.51087368235869,148.45639621510225,106.25346688663258,142.16684588264016,102.1084098815918
632,Coach Hill,3,5,564.282,0.009,30.429,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1377.19869995,77.1583176,160.3280423,Urban,U,1,E,117.827064037323,123.57108950614929,114.13998448848724,142.18778562545776,173.68750262260437,125.15906846523285,167.94672441482544,120.32651913166046
633,Coach Hill,4,5,564.282,0.009,30.429,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1377.19869995,77.1583176,160.3280423,Urban,U,1,E,119.77889350152785,123.8440660045993,113.98169954361454,141.9971677718624,173.44450919858872,124.98583516766948,167.72450010238154,120.17053690264302
634,Cobbler's Rock,3,0,208.363,0,-42.649,0,Shallow Soils,H,2,1860-1969,D,4,C,C,4,I,1334.34501139,66.5816498,149.1391449,Urban,U,1,S,96.96076075236003,105.40705913967557,95.35491095648871,119.04315100775824,145.25136142306857,104.32209353976779,140.75317213270398,100.95725758870442
635,Cobbler's Rock,4,0,208.363,0,-42.649,0,Shallow Soils,H,2,1860-1969,D,4,C,C,4,I,1334.34501139,66.5816498,149.1391449,Urban,U,1,S,95.1511001586914,105.40970230102539,95.65785217285156,119.48294067382812,145.7872314453125,104.66007423400879,141.1995735168457,101.27682685852051
636,Coconut Grove,4,10,707.441,0.014,88.686,0,Scotland District Soils,O,6,1970-1996,B,2,D,D,3,I,1572.6621677,87.0872038,170.5347438,Rural,R,0,E,153.7156251419422,133.40196831281796,108.82260770575945,133.91883672669877,165.86618680732195,118.47042953136355,158.6498320823492,113.63211911223655
637,Coconut Grove,6,10,707.441,0.014,88.686,0,Scotland District Soils,O,6,1970-1996,B,2,D,D,3,I,1572.6621677,87.0872038,170.5347438,Rural,R,0,E,144.81218266141587,131.20577361618263,109.98237753605497,135.61136527683425,167.65242490906647,119.86677584440812,160.57219264818275,115.00140380859375
638,Codrington,3,1,64.947,0.015,40.382,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1486.0513414,80.4630375,168.1200222,Rural,R,0,W,134.7298469543457,121.56454277038574,110.15600395202637,135.25293350219727,166.6581687927246,120.38022232055664,160.59149932861328,115.29280662536621
639,Codrington,4,1,64.947,0.015,40.382,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1486.0513414,80.4630375,168.1200222,Rural,R,0,W,139.1068438720703,121.87177825927735,107.49224090576172,131.87140686035156,162.59493774414062,117.4172119140625,156.63324890136718,112.43474700927734
640,Codrington,6,1,64.947,0.015,40.382,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1486.0513414,80.4630375,168.1200222,Rural,R,0,W,140.3806816736857,122.05428791046143,107.06212520599365,131.3525455792745,161.96250947316489,116.95300467809041,156.01528040568033,111.98927974700928
641,Codrington,8,1,64.947,0.015,40.382,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1486.0513414,80.4630375,168.1200222,Rural,R,0,W,138.52258749569162,121.82543182373047,108.27844103644875,132.8691540886374,163.78757970473345,118.30902683033662,157.8241792566636,113.29619082282571
642,Codrington,12,1,64.947,0.015,40.382,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1486.0513414,80.4630375,168.1200222,Rural,R,0,W,140.8194211324056,122.31763331095378,109.72746022542317,134.69277572631836,165.96809260050455,119.96364275614421,160.03350321451822,114.89485422770183
643,Codrington,15,1,64.947,0.015,40.382,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1486.0513414,80.4630375,168.1200222,Rural,R,0,W,128.23349380493164,120.44513969421386,112.77762565612792,138.5011199951172,170.56668701171876,123.2427417755127,164.42078323364257,118.05300064086914
644,Codrington,18,1,64.947,0.015,40.382,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1486.0513414,80.4630375,168.1200222,Rural,R,0,W,140.25121792879972,121.93658724698153,106.06141315806995,130.06897527521306,160.4315879128196,115.81499827991833,154.49357188831675,110.88880573619495
645,Coffee Gully,3,0,172.167,0,5.884,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1634.95059204,90.7531986,172.8798904,Urban,U,1,E,178.1910360235917,137.3437210886102,113.04165528949939,138.8086989553351,171.31155315198396,123.35812337774979,164.6968327572471,117.83411809017784
646,Coffee Gully,4,0,172.167,0,5.884,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1634.95059204,90.7531986,172.8798904,Urban,U,1,E,178.15861002604166,137.23848470052084,112.97452545166016,138.71261596679687,171.20083618164062,123.28093719482422,164.58958435058594,117.75727844238281
647,Coffee Gully,6,0,172.167,0,5.884,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1634.95059204,90.7531986,172.8798904,Urban,U,1,E,177.95281982421875,137.18771362304687,112.55595779418945,138.18830108642578,170.60348510742187,122.79624938964844,163.93419647216797,117.28940963745117
648,Coffee Gully,8,0,172.167,0,5.884,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1634.95059204,90.7531986,172.8798904,Urban,U,1,E,177.95281982421875,137.18771362304687,112.5522855122884,138.1867879231771,170.60304260253906,122.79142634073894,163.92957814534506,117.2862319946289
649,Coffee Gully,9,0,172.167,0,5.884,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1634.95059204,90.7531986,172.8798904,Urban,U,1,E,177.95281982421875,137.18771362304687,112.12086486816406,137.65717697143555,170.00414276123047,122.28985786437988,163.25802612304688,116.80724143981934
650,Coleridge Parry School,4,0,310.338,0,10.316,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1545.62823486,80.9074745,168.8598404,Urban,U,1,N,152.54565048217773,125.68012046813965,113.6973819732666,140.58568572998047,173.65556716918945,124.92966079711914,166.88810348510742,119.99637794494629
651,Coles Cave,3,1,536.581,0.002,31.008,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1398.80427551,69.4304829,157.7330837,Urban,U,1,N,102.81480598449707,114.87275421619415,98.75682199001312,121.37657058238983,150.6286289691925,107.94697499275208,144.36814308166504,103.6688597202301
652,Coles Pasture,4,0,1892.02,0,7.651,4.714,Shallow Soils,H,2,1970-1996,B,2,D,D,3,I,1356.73305766,69.4113417,151.5180944,Urban,U,1,S,116.14714050292969,111.33307908220989,102.87512225639529,128.37464495403012,156.68370242235136,112.64346313476562,151.72189963736184,108.78864399979754
653,Coles Pasture,6,0,1892.02,0,7.651,4.714,Shallow Soils,H,2,1970-1996,B,2,D,D,3,I,1356.73305766,69.4113417,151.5180944,Urban,U,1,S,117.28755493164063,111.47466278076172,102.97672983805339,128.5021514892578,156.837939453125,112.75757446289063,151.87044982910157,108.89488474527995
654,Coles Pasture,7,0,1892.02,0,7.651,4.714,Shallow Soils,H,2,1970-1996,B,2,D,D,3,I,1356.73305766,69.4113417,151.5180944,Urban,U,1,S,117.8221206665039,111.46966552734375,103.1861572265625,128.76773071289062,157.1610107421875,112.993408203125,152.17689514160156,109.11417388916016
655,Collection,3,0,250.412,0,-6.873,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1386.26593018,79.1553078,161.993782,Urban,U,1,E,118.20369052886963,127.02278518676758,116.39269256591797,144.9415397644043,177.08439445495605,127.66550064086914,171.16555404663086,122.59868907928467
656,Collection,4,0,250.412,0,-6.873,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1386.26593018,79.1553078,161.993782,Urban,U,1,E,117.79527686623966,126.8822317684398,116.27128421559053,144.80067713120405,176.91221618652344,127.52961865593406,170.99099192899817,122.47537590475643
657,College Bottom,3,0,19.947,0,20.403,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1361.16281231,74.535306,157.8116797,Rural,R,0,E,131.85357666015625,118.48042297363281,112.0280990600586,139.6092529296875,170.5066375732422,122.81391906738281,164.92335510253906,118.186767578125
658,College Bottom,4,0,19.947,0,20.403,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1361.16281231,74.535306,157.8116797,Rural,R,0,E,125.85249835047229,120.07500240720552,111.85461235046387,139.38735435748922,170.2039012251229,122.63307946303794,164.68876871569404,118.02496877209893
659,College Bottom,5,0,19.947,0,20.403,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1361.16281231,74.535306,157.8116797,Rural,R,0,E,137.53010044927183,117.86527492689049,111.74461489138396,139.242663839589,170.06669964997664,122.49519970106041,164.51084999416184,117.8929274185844
660,College Bottom,10,0,19.947,0,20.403,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1361.16281231,74.535306,157.8116797,Rural,R,0,E,129.95265595809272,119.7705247298531,112.01013714334239,139.57787820567256,170.44723444399625,122.80199200174083,164.90799215565556,118.17900184963061
661,College Bottom,12,0,19.947,0,20.403,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1361.16281231,74.535306,157.8116797,Rural,R,0,E,135.56005859375,117.75670623779297,111.12025451660156,138.4916778564453,169.11830444335936,121.81121215820312,163.62623901367186,117.26849365234375
662,College Bottom,14,0,19.947,0,20.403,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1361.16281231,74.535306,157.8116797,Rural,R,0,E,131.85357666015625,118.48042297363281,112.0280990600586,139.6092529296875,170.5066375732422,122.81391906738281,164.92335510253906,118.186767578125
663,College Savannah,4,2,1760.639,0.001,49.602,0,Shallow Soils,H,2,1970-1996,B,2,D,D,3,I,1381.61075846,73.4631619,157.0792453,Urban,U,1,E,153.04548256070007,116.98514676561543,110.14836873571858,137.30179331661049,167.69839776731004,120.71436643912122,162.20620059343725,116.25505449880961
664,College Savannah,6,2,1760.639,0.001,49.602,0,Shallow Soils,H,2,1970-1996,B,2,D,D,3,I,1381.61075846,73.4631619,157.0792453,Urban,U,1,E,151.38152313232422,116.63531930106026,109.71260615757534,136.74811172485352,167.0388516017369,120.22370147705078,161.56946454729353,115.80110032217843
665,Colleton,4,0,1127.535,0,54.761,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1502.97721751,78.1183418,166.9084636,Urban,U,1,N,153.12361410389775,122.39729350546132,107.53625032176141,132.59158723250678,164.0442587811014,117.98323863485585,157.65235635508662,113.27665602642557
666,Colleton,8,0,1127.535,0,54.761,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1502.97721751,78.1183418,166.9084636,Urban,U,1,N,153.6987762451172,122.72109985351562,107.29147338867187,132.30209350585937,163.71124267578125,117.70533752441406,157.28912353515625,113.01870727539062
667,Colleton,10,0,1127.535,0,54.761,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1502.97721751,78.1183418,166.9084636,Urban,U,1,N,154.05206857600683,122.76058229258362,108.66602067544427,133.98717294612402,165.71910782934916,119.2558833377462,159.34303434130172,114.505690991039
668,Colleton Gardens,3,0,717.232,0,5.036,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1367.32415771,77.0772018,160.1232478,Urban,U,1,E,123.7177576525458,125.42190420216528,114.68078928980334,142.85208024649785,174.48520686708648,125.76756286621094,168.73114381987472,120.88396690631735
669,Colleton Gardens,4,0,717.232,0,5.036,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1367.32415771,77.0772018,160.1232478,Urban,U,1,E,123.00938099186595,125.30729870679902,114.60150481433404,142.75306478360804,174.36482685368236,125.67888362233232,168.61697629602943,120.80305601910847
670,Colleton Plantation,3,0,1393.906,0,7.708,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1360.15711388,78.9029052,161.5564049,Rural,R,0,E,124.29529633060578,125.40178643503496,114.99748045398343,143.21023854901713,174.8893038841986,126.13355919622606,169.20143816548008,121.22392051450667
671,Colleton Plantation,4,0,1393.906,0,7.708,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1360.15711388,78.9029052,161.5564049,Rural,R,0,E,124.10239067856146,125.94017106659558,115.42415042799347,143.73396519252233,175.54105953294405,126.60576769770408,169.8093545096261,121.65160214171118
672,Colleton Plantation,6,0,1393.906,0,7.708,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1360.15711388,78.9029052,161.5564049,Rural,R,0,E,124.03423854282924,125.86923858097622,115.40305886949811,143.70615768432617,175.50553485325403,126.58279269082206,169.77964755467005,121.63095842088971
673,Colleton Plantation,8,0,1393.906,0,7.708,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1360.15711388,78.9029052,161.5564049,Rural,R,0,E,122.19392732132313,127.10218030352925,116.96909740359284,145.60060509970023,177.8487328817678,128.32435519196267,172.0127655739008,123.20365870276163
674,Collins,3,0,904.626,0,46.222,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1456.71370443,72.9833883,160.4816895,Rural,R,0,N,102.7667033636748,121.41653180478224,98.37647247314453,120.36979538647097,149.92768814314658,106.88070382644881,143.15399465987932,103.03998429027956
675,Collins,8,0,904.626,0,46.222,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1456.71370443,72.9833883,160.4816895,Rural,R,0,N,101.32060825677566,121.34748981617115,98.3599774395978,120.34362642264661,149.90256509663146,106.8482762089482,143.11766749252507,103.01681226565515
676,Collins Tenantry,3,0,223.287,0,44.809,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1460.83046875,73.230719,160.6386139,Urban,U,1,N,98.45392192493786,122.36537239768289,98.68394921042703,120.69249829378995,150.35322015935725,107.15992147272283,143.5631727738814,103.34907288984819
677,Collins Tenantry,4,0,223.287,0,44.809,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1460.83046875,73.230719,160.6386139,Urban,U,1,N,98.02636758212385,122.0955775030728,98.63383654890389,120.65815669092639,150.3062139050714,107.101861098717,143.48917152141703,103.29411973624394
678,Collins Tenantry,8,0,223.287,0,44.809,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1460.83046875,73.230719,160.6386139,Urban,U,1,N,98.03980340957642,122.1408073425293,98.65764980316162,120.68181438446045,150.33647441864014,107.12737789154053,143.52359199523926,103.31950664520264
679,Connel Town,3,0,1587.414,0,51.84,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1352.36437088,68.2821813,155.8129992,Rural,R,0,N,105.23071157521215,114.89694766340584,96.9856456888133,119.01260586442619,147.88818569841055,105.80791526005186,141.59405675427666,101.70919799804687
680,Connel Town,4,0,1587.414,0,51.84,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1352.36437088,68.2821813,155.8129992,Rural,R,0,N,103.48366009349554,114.66631317138672,96.78385183844767,118.75195355482505,147.5932236792336,105.54706573486328,141.26287648375606,101.48134387378961
681,Connel Town,8,0,1587.414,0,51.84,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1352.36437088,68.2821813,155.8129992,Rural,R,0,N,103.90266616003854,114.70539004462105,96.78018644877842,118.73835624967303,147.57998548235213,105.53965554918561,141.25420815604073,101.4761700630188
682,Constant,3,7,849.273,0.008,13.933,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1512.44416967,85.8890483,168.823928,Rural,R,0,W,133.63776245117188,128.75204772949218,103.66309814453125,127.42352752685547,157.04953308105468,113.39131774902344,151.44076538085937,108.63107757568359
683,Constant,4,7,849.273,0.008,13.933,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1512.44416967,85.8890483,168.823928,Rural,R,0,W,135.409539964464,128.41251966688367,103.15469402737088,126.77582295735677,156.26986270480685,112.84129079182942,150.69029574924045,108.09932878282335
684,Constant,6,7,849.273,0.008,13.933,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1512.44416967,85.8890483,168.823928,Rural,R,0,W,136.50817217145647,127.84501048496791,101.73675428118024,124.99093900408063,154.0975298200335,111.26788875034877,148.59429495675224,106.59221485682896
685,Constant Plantation,7,0,25.487,0,17.5,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1502.26563732,84.431714,167.9294357,Urban,U,1,S,136.53353118896484,127.59756469726562,101.25434875488281,124.39385604858398,153.35747528076172,110.74154281616211,147.895751953125,106.09122467041016
